Transfer Net,Driver,Receiver,Node,UI (ns),Floating Vref (V),VinMeas(H/L) Width (ns),Virtual Width (ns),VinMeas Jitter (ns),Inner Height (V),Outer Height (V),Min Voltage (V),Max Voltage (V),Min Slew Time (ns),Max Slew Time (ns),Simulation,Max Eye Width (ns),Max Eye Width Voltage (V),VinMeas Left (V),VinMeas Right (V),VinMeas High Left (V),VinMeas Low Left (V),VinMeas High Right (V),VinMeas Low Right (V),AC Noise,AC Noise Source,Inner Eye Min (V),Inner Eye Max (V),Inner Eye Min Eye Time (ns),Inner Eye Min Sim Time (ns),Inner Eye Max Eye Time (ns),Inner Eye Max Sim Time (ns),Outer Eye Min (V),Outer Eye Max (V),Outer Eye Min Eye Time (ns),Outer Eye Min Sim Time (ns),Outer Eye Max Eye Time (ns),Outer Eye Max Sim Time (ns),VinMeas Width (ns),VinMeas Left Eye Time (ns),VinMeas Right Eye Time (ns),VinMeas Left Sim Time (ns),VinMeas Right Sim Time (ns),VinMeas(H/L) Left Eye Time (ns),VinMeas(H/L) Right Eye Time (ns),VinMeas(H/L) Left Sim Time (ns),VinMeas(H/L) Right Sim Time (ns),Virtual Left Eye Time (ns),Virtual Right Eye Time (ns),Virtual Left Sim Time (ns),Virtual Right Sim Time (ns),Eye Start Sim Time(ns),Eye Stop Sim Time (ns),Min Voltage Eye Time (ns),Min Voltage Sim Time (ns),Max Voltage Eye Time (ns),Max Voltage Sim Time (ns),VinMeas Left Low Eye Time (ns),VinMeas Left Low Sim Time (ns),VinMeas Left High Eye Time (ns),VinMeas Left High Sim Time (ns),VinMeas Right Low Eye Time (ns),VinMeas Right Low Sim Time (ns),VinMeas Right High Eye Time (ns),VinMeas Right High Sim Time (ns),Min Slew Rate (V/ns),Max Slew Rate (V/ns),Min DC Slew Rate (V/ns),Max DC Slew Rate (V/ns),Min AC Slew Rate (V/ns),Max AC Slew Rate (V/ns),Min SRIdiff Slew Rate (V/ns),Min SRIdiff Slew Rate Time (ns),Max SRIdiff Slew Rate (V/ns),Max SRIdiff Slew Rate Time (ns),Rising Jitter (ns),Falling Jitter (ns),Ringback Margin (V),Ringback_High Margin (V),Ringback_Low Margin (V),SIMULATOR,AGGRESSORS,CORNER,$T1:DELAY,$T2:DELAY,$T4:DELAY,PATTERN
sheet1,Controller,IO0,IO0_pad,15.000,,14.888,14.888,0.053,2.750,5.066,-0.811,4.256,0.057,0.064,controller_fffe_4_0o75_1o5\controller_fffe_4_0o75_1o5.csd,14.996,1.054,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.467,3.216,23.799,158.799,23.859,143.859,-0.810,4.256,17.589,92.589,17.769,167.769,14.947,16.419,31.359,136.438,61.385,16.449,31.329,136.469,61.357,16.449,31.329,136.469,61.357,31.359,241.359,17.619,92.619,17.799,167.799,16.419,91.419,16.449,136.469,31.389,76.405,31.329,61.357,10.395,11.490,10.335,12.261,10.314,10.949,NoDef,NoDef,NoDef,NoDef,0.003,0.003,0.186,0.731,0.186,IsSpice4,0,FFFE,4in,0.75in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.888,14.888,0.045,2.771,5.207,-0.850,4.372,0.067,0.078,controller_fffe_4_0o75_1o5\controller_fffe_4_0o75_1o5.csd,14.996,1.136,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.510,3.280,24.042,189.042,23.442,143.442,-0.849,4.357,17.382,62.382,17.502,107.502,14.956,16.722,31.662,136.735,61.690,16.752,31.632,136.770,61.658,16.752,31.632,136.770,61.658,31.692,211.692,17.412,62.412,17.532,107.532,16.722,121.737,16.752,136.770,31.692,226.701,31.632,61.658,8.516,9.786,9.402,10.330,7.360,9.644,NoDef,NoDef,NoDef,NoDef,0.004,0.004,0.477,1.431,0.477,IsSpice4,0,FFFE,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.890,14.890,0.046,3.072,5.189,-0.852,4.358,0.062,0.067,io0_fffe_4_0o75_1o5\io0_fffe_4_0o75_1o5.csd,14.996,1.105,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.165,3.237,23.309,218.309,23.789,203.789,-0.851,4.338,17.549,122.549,17.699,167.699,14.954,16.409,31.379,196.430,211.384,16.439,31.349,226.463,211.353,16.439,31.349,226.463,211.353,31.379,211.379,17.579,122.579,17.729,167.729,16.409,61.423,16.439,226.463,31.379,46.395,31.349,211.353,9.859,10.672,10.335,11.213,9.039,10.652,NoDef,NoDef,NoDef,NoDef,0.003,0.004,0.160,1.212,0.160,IsSpice4,0,FFFE,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.878,14.878,0.054,2.689,5.208,-0.847,4.365,0.071,0.074,io1_fffe_4_0o75_1o5\io1_fffe_4_0o75_1o5.csd,14.995,1.098,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.436,3.124,24.455,39.455,23.435,53.435,-0.847,4.361,17.435,32.435,17.555,107.555,14.946,16.715,31.655,136.735,211.681,16.745,31.625,136.773,211.650,16.745,31.625,136.773,211.650,31.655,241.655,17.465,32.465,17.585,107.585,16.715,91.731,16.745,136.773,31.685,226.699,31.625,211.650,8.890,9.322,9.402,11.148,7.507,8.894,NoDef,NoDef,NoDef,NoDef,0.003,0.007,0.550,1.371,0.550,IsSpice4,0,FFFE,4in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.888,14.888,0.052,2.791,5.127,-0.833,4.294,0.061,0.064,controller_fffe_4_1o5_0o75\controller_fffe_4_1o5_0o75.csd,14.997,1.056,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.434,3.225,23.284,98.284,23.284,53.284,-0.833,4.294,18.184,33.184,18.304,168.304,14.948,16.564,31.504,106.566,151.513,16.594,31.474,106.598,61.486,16.594,31.474,106.598,61.486,31.504,211.504,18.214,33.214,18.334,168.334,16.534,91.548,16.594,106.598,31.504,76.534,31.474,61.486,10.310,10.912,10.594,11.407,10.012,10.508,NoDef,NoDef,NoDef,NoDef,0.002,0.002,0.506,1.413,0.506,IsSpice4,0,FFFE,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.900,14.900,0.038,2.994,5.127,-0.834,4.293,0.062,0.065,controller_fffe_4_1o5_0o75\controller_fffe_4_1o5_0o75.csd,14.998,1.139,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.257,3.251,23.294,188.294,23.294,143.294,-0.834,4.293,18.254,33.254,18.284,198.284,14.963,16.574,31.544,46.595,211.557,16.604,31.514,46.628,211.527,16.604,31.514,46.628,211.527,31.544,241.544,18.284,33.284,18.314,198.314,16.574,91.592,16.604,46.628,31.544,226.560,31.514,211.527,10.129,10.630,10.178,11.591,9.673,10.248,NoDef,NoDef,NoDef,NoDef,0.002,0.002,0.474,1.415,0.474,IsSpice4,0,FFFE,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.905,14.905,0.036,3.047,5.238,-0.853,4.386,0.058,0.064,io0_fffe_4_1o5_0o75\io0_fffe_4_1o5_0o75.csd,14.994,1.152,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.312,3.359,23.914,158.914,23.944,173.944,-0.852,4.386,17.464,62.464,17.824,137.824,14.964,16.534,31.504,136.548,61.512,16.564,31.474,76.580,211.485,16.564,31.474,76.580,211.485,31.534,211.534,17.494,62.494,17.854,137.854,16.534,31.549,16.564,76.580,31.504,226.515,31.474,211.485,10.282,11.325,10.446,12.001,10.041,10.846,NoDef,NoDef,NoDef,NoDef,0.002,0.005,0.427,1.274,0.427,IsSpice4,0,FFFE,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.878,14.878,0.050,3.056,5.257,-0.857,4.400,0.071,0.077,io1_fffe_4_1o5_0o75\io1_fffe_4_1o5_0o75.csd,14.995,1.117,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.298,3.353,23.804,158.804,23.834,53.834,-0.857,4.400,17.594,92.594,17.774,197.774,14.950,16.604,31.544,136.611,61.561,16.634,31.514,136.651,181.530,16.634,31.514,136.651,181.530,31.544,211.544,17.624,92.624,17.804,197.804,16.574,211.604,16.634,136.651,31.544,226.574,31.514,181.530,8.591,9.303,8.766,10.674,7.880,8.569,NoDef,NoDef,NoDef,NoDef,0.005,0.003,0.264,1.314,0.264,IsSpice4,0,FFFE,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.885,14.885,0.051,2.572,5.077,-0.820,4.260,0.065,0.067,controller_fffe_4_1o5_1o5\controller_fffe_4_1o5_1o5.csd,14.996,1.078,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.628,3.201,23.917,158.917,23.677,83.677,-0.819,4.258,18.217,33.217,18.277,168.277,14.949,16.537,31.507,196.565,91.514,16.597,31.477,196.599,61.484,16.597,31.477,196.599,61.484,31.507,211.507,18.247,33.247,18.307,168.307,16.537,211.551,16.597,196.599,31.507,46.528,31.477,61.484,9.798,10.232,9.877,11.383,9.157,9.836,NoDef,NoDef,NoDef,NoDef,0.004,0.002,0.361,1.385,0.361,IsSpice4,0,FFFE,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.907,14.907,0.036,2.704,5.131,-0.833,4.304,0.060,0.066,controller_fffe_4_1o5_1o5\controller_fffe_4_1o5_1o5.csd,14.997,1.148,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.468,3.172,23.481,158.481,23.511,113.511,-0.833,4.299,18.291,63.291,17.931,77.931,14.964,16.701,31.671,106.718,181.682,16.731,31.641,106.749,211.656,16.731,31.641,106.749,211.656,31.701,211.701,18.321,63.321,17.961,77.961,16.701,211.720,16.731,106.749,31.671,226.688,31.641,211.656,10.053,11.047,10.579,11.542,9.320,10.791,NoDef,NoDef,NoDef,NoDef,0.002,0.004,0.520,1.502,0.520,IsSpice4,0,FFFE,4in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.900,14.900,0.044,2.932,5.224,-0.859,4.373,0.055,0.066,io0_fffe_4_1o5_1o5\io0_fffe_4_1o5_1o5.csd,14.993,1.112,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.276,3.208,23.230,38.230,23.560,173.560,-0.858,4.365,17.710,182.710,17.800,77.800,14.956,16.510,31.480,76.538,181.493,16.570,31.450,226.571,211.471,16.570,31.450,226.571,211.471,31.480,211.480,17.740,182.740,17.830,77.830,16.510,61.530,16.570,226.571,31.480,46.501,31.450,211.471,10.055,12.001,10.118,12.959,9.992,11.240,NoDef,NoDef,NoDef,NoDef,0.005,0.006,0.315,1.312,0.315,IsSpice4,0,FFFE,4in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.879,14.879,0.059,2.643,5.278,-0.862,4.417,0.063,0.069,io1_fffe_4_1o5_1o5\io1_fffe_4_1o5_1o5.csd,14.992,1.047,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.476,3.120,23.444,68.444,24.254,84.254,-0.861,4.416,17.834,32.834,17.924,137.924,14.941,16.724,31.664,76.729,91.670,16.754,31.634,76.763,181.642,16.754,31.634,76.763,181.642,31.664,211.664,17.864,32.864,17.954,137.954,16.694,121.714,16.754,76.763,31.664,136.694,31.634,181.642,9.512,10.477,10.418,11.588,8.620,10.088,NoDef,NoDef,NoDef,NoDef,0.005,0.007,0.334,1.276,0.334,IsSpice4,0,FFFE,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.897,14.897,0.040,2.567,5.102,-0.821,4.283,0.061,0.067,controller_fffe_5_0o75_0o75\controller_fffe_5_0o75_0o75.csd,14.998,1.127,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.601,3.167,24.258,219.258,24.228,114.228,-0.820,4.283,18.318,213.318,18.408,168.408,14.960,16.578,31.548,106.594,181.554,16.608,31.518,106.627,211.524,16.608,31.518,106.627,211.524,31.548,241.548,18.348,213.348,18.438,168.438,16.578,31.588,16.608,106.627,31.548,46.560,31.518,211.524,9.926,10.879,9.966,11.684,9.722,10.608,NoDef,NoDef,NoDef,NoDef,0.001,0.002,0.389,1.150,0.389,IsSpice4,0,FFFE,5in,0.75in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.895,14.895,0.044,2.369,5.159,-0.842,4.331,0.060,0.071,controller_fffe_5_0o75_0o75\controller_fffe_5_0o75_0o75.csd,14.997,1.121,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.660,3.030,23.567,98.567,23.567,203.567,-0.840,4.319,17.207,92.207,17.327,167.327,14.956,16.757,31.697,166.769,211.725,16.787,31.667,166.800,61.695,16.787,31.667,166.800,61.695,31.727,211.727,17.237,92.237,17.357,167.357,16.757,151.768,16.787,166.800,31.727,226.737,31.667,61.695,9.241,11.025,9.930,11.499,8.180,10.846,NoDef,NoDef,NoDef,NoDef,0.002,0.003,0.326,1.351,0.326,IsSpice4,0,FFFE,5in,0.75in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.895,14.895,0.046,2.367,5.209,-0.849,4.360,0.056,0.066,io0_fffe_5_0o75_0o75\io0_fffe_5_0o75_0o75.csd,14.996,1.107,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.610,2.977,23.289,38.289,23.379,203.379,-0.849,4.360,18.069,33.069,18.069,48.069,14.954,16.569,31.539,106.593,61.547,16.599,31.509,76.626,211.521,16.599,31.509,76.626,211.521,31.539,211.539,18.099,33.099,18.099,48.099,16.569,151.583,16.599,76.626,31.539,46.556,31.509,211.521,9.966,11.761,10.114,12.184,9.703,11.399,NoDef,NoDef,NoDef,NoDef,0.004,0.005,0.369,1.119,0.369,IsSpice4,0,FFFE,5in,0.75in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.887,14.887,0.047,2.561,5.206,-0.848,4.369,0.064,0.071,io1_fffe_5_0o75_0o75\io1_fffe_5_0o75_0o75.csd,14.991,1.127,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.533,3.094,24.017,189.017,24.077,114.077,-0.848,4.358,17.447,92.447,17.537,167.537,14.953,16.757,31.697,166.760,91.713,16.787,31.667,226.797,61.683,16.787,31.667,226.797,61.683,31.697,241.697,17.477,92.477,17.567,167.567,16.757,31.760,16.787,226.797,31.697,76.726,31.667,61.683,9.257,10.387,10.456,11.776,8.053,10.022,NoDef,NoDef,NoDef,NoDef,0.003,0.006,0.456,1.408,0.456,IsSpice4,0,FFFE,5in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.905,14.905,0.037,2.557,5.046,-0.808,4.240,0.057,0.063,controller_fffe_5_0o75_1o5\controller_fffe_5_0o75_1o5.csd,14.995,1.135,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.553,3.110,23.870,188.870,23.900,83.900,-0.808,4.238,18.500,213.500,18.620,138.620,14.963,16.580,31.520,136.584,211.547,16.610,31.490,166.615,151.520,16.610,31.490,166.615,151.520,31.550,211.550,18.530,213.530,18.650,138.650,16.580,181.582,16.610,166.615,31.550,46.551,31.490,151.520,10.529,11.507,10.551,12.171,10.440,11.206,NoDef,NoDef,NoDef,NoDef,0.002,0.005,0.103,0.836,0.103,IsSpice4,0,FFFE,5in,0.75in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.901,14.901,0.035,2.507,5.227,-0.847,4.381,0.062,0.069,controller_fffe_5_0o75_1o5\controller_fffe_5_0o75_1o5.csd,14.994,1.172,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.499,3.007,23.783,188.783,23.813,113.813,-0.847,4.380,17.543,62.543,17.633,77.633,14.965,16.853,31.823,136.872,211.837,16.883,31.793,136.904,211.805,16.883,31.793,136.904,211.805,31.823,241.823,17.573,62.573,17.663,77.663,16.853,181.879,16.883,136.904,31.823,226.839,31.793,211.805,9.614,10.672,10.371,11.098,8.650,10.741,NoDef,NoDef,NoDef,NoDef,0.004,0.007,0.491,1.356,0.491,IsSpice4,0,FFFE,5in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.892,14.892,0.045,2.466,5.185,-0.840,4.347,0.063,0.069,io0_fffe_5_0o75_1o5\io0_fffe_5_0o75_1o5.csd,14.996,1.117,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.560,3.026,23.796,218.796,23.736,173.736,-0.839,4.346,17.556,62.556,17.886,137.886,14.955,16.596,31.566,136.618,181.573,16.626,31.536,196.652,211.544,16.626,31.536,196.652,211.544,31.566,211.566,17.586,62.586,17.916,137.916,16.596,61.611,16.626,196.652,31.566,46.582,31.536,211.544,9.592,10.417,9.590,10.826,9.467,10.138,NoDef,NoDef,NoDef,NoDef,0.002,0.004,0.430,1.059,0.430,IsSpice4,0,FFFE,5in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.897,14.897,0.042,2.308,5.192,-0.844,4.365,0.058,0.077,io1_fffe_5_0o75_1o5\io1_fffe_5_0o75_1o5.csd,14.994,1.139,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.699,3.007,24.643,189.643,24.583,174.583,-0.844,4.348,18.343,213.343,17.713,77.713,14.958,16.873,31.813,166.882,61.841,16.903,31.783,166.912,61.809,16.903,31.783,166.912,61.809,31.813,211.813,18.373,213.373,17.743,77.743,16.873,121.889,16.903,166.912,31.843,226.850,31.783,61.809,8.625,11.417,9.737,11.568,7.430,11.328,NoDef,NoDef,NoDef,NoDef,0.004,0.007,0.291,1.355,0.291,IsSpice4,0,FFFE,5in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.906,14.906,0.036,2.613,5.116,-0.834,4.289,0.059,0.062,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,14.996,1.151,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.434,3.047,24.353,129.353,23.423,83.423,-0.833,4.282,18.683,93.683,18.773,198.773,14.964,16.703,31.643,106.707,211.671,16.733,31.643,106.737,211.644,16.733,31.643,106.737,211.644,31.673,211.673,18.713,93.713,18.803,198.803,16.703,121.708,16.733,106.737,31.643,196.673,31.643,211.644,10.731,11.189,10.716,11.912,9.992,11.245,NoDef,NoDef,NoDef,NoDef,0.005,0.004,0.553,1.379,0.553,IsSpice4,0,FFFE,5in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.891,14.891,0.048,2.580,5.136,-0.834,4.304,0.062,0.068,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,14.995,1.096,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.477,3.057,23.505,218.505,23.595,203.595,-0.834,4.303,18.765,183.765,18.855,198.855,14.952,16.755,31.695,106.771,151.723,16.785,31.665,106.802,61.692,16.785,31.665,106.802,61.692,31.725,211.725,18.795,183.795,18.885,198.885,16.755,121.762,16.785,106.802,31.725,46.737,31.665,61.692,9.698,10.683,10.277,10.846,8.997,10.704,NoDef,NoDef,NoDef,NoDef,0.005,0.003,0.512,1.405,0.512,IsSpice4,0,FFFE,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.888,14.888,0.039,2.487,5.220,-0.849,4.371,0.071,0.083,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,14.994,1.172,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.506,2.994,23.876,38.876,23.846,53.846,-0.849,4.371,17.636,62.636,18.116,78.116,14.961,16.736,31.676,196.737,61.699,16.766,31.646,196.775,61.663,16.766,31.646,196.775,61.663,31.676,241.676,17.666,62.666,18.146,78.146,16.736,211.749,16.766,196.775,31.676,46.700,31.646,61.663,7.998,9.285,8.828,9.799,7.077,9.075,NoDef,NoDef,NoDef,NoDef,0.003,0.006,0.482,1.343,0.482,IsSpice4,0,FFFE,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.900,14.900,0.038,2.436,5.238,-0.851,4.388,0.058,0.069,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,14.998,1.132,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.524,2.960,23.646,158.646,23.676,83.676,-0.851,4.387,17.736,32.736,18.336,138.336,14.962,16.746,31.716,136.772,91.734,16.776,31.686,196.802,211.703,16.776,31.686,196.802,211.703,31.716,241.716,17.766,32.766,18.366,138.366,16.746,211.771,16.776,196.802,31.716,46.741,31.686,211.703,9.576,11.311,10.176,11.675,9.015,11.122,NoDef,NoDef,NoDef,NoDef,0.002,0.001,0.466,1.310,0.466,IsSpice4,0,FFFE,5in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.897,14.897,0.044,2.441,5.067,-0.816,4.255,0.056,0.063,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,14.996,1.094,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.624,3.065,24.771,219.771,23.781,203.781,-0.816,4.251,18.681,153.681,18.801,108.801,14.956,16.701,31.641,106.713,91.669,16.731,31.611,196.743,91.641,16.731,31.611,196.743,91.641,31.701,211.701,18.711,153.711,18.831,108.831,16.701,31.704,16.731,196.743,31.671,46.680,31.611,91.641,10.559,11.737,10.301,12.458,10.350,11.275,NoDef,NoDef,NoDef,NoDef,0.001,0.005,0.365,1.407,0.365,IsSpice4,0,FFFE,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.896,14.896,0.043,2.624,5.160,-0.835,4.327,0.061,0.067,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,14.996,1.121,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.477,3.101,24.836,159.836,24.776,144.776,-0.834,4.326,18.836,153.836,17.726,107.726,14.957,16.856,31.826,46.884,121.841,16.886,31.796,46.915,211.811,16.886,31.796,46.915,211.811,31.826,211.826,18.866,153.866,17.756,107.756,16.856,181.880,16.886,46.915,31.826,226.848,31.796,211.811,9.790,10.750,9.572,11.143,9.032,11.082,NoDef,NoDef,NoDef,NoDef,0.003,0.004,0.512,1.451,0.512,IsSpice4,0,FFFE,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.914,14.914,0.029,2.436,5.232,-0.850,4.382,0.057,0.062,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,14.995,1.183,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.572,3.008,24.345,39.345,24.435,144.435,-0.850,4.382,17.895,32.895,18.015,48.015,14.971,16.695,31.665,106.716,181.687,16.725,31.635,106.747,61.661,16.725,31.635,106.747,61.661,31.695,211.695,17.925,32.925,18.045,48.045,16.695,121.723,16.725,106.747,31.665,226.686,31.635,61.661,10.679,11.495,11.221,12.203,10.142,11.360,NoDef,NoDef,NoDef,NoDef,0.004,0.004,0.412,1.357,0.412,IsSpice4,0,FFFE,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.913,14.913,0.025,2.364,5.216,-0.854,4.384,0.058,0.076,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,14.995,1.205,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.647,3.010,23.857,68.857,23.857,83.857,-0.854,4.363,17.887,32.887,18.427,48.427,14.975,16.867,31.837,46.885,151.859,16.897,31.807,196.914,61.828,16.897,31.807,196.914,61.828,31.837,241.837,17.917,32.917,18.457,48.457,16.897,31.904,16.897,196.914,31.837,46.856,31.807,61.828,8.655,11.310,9.078,11.486,7.869,11.139,NoDef,NoDef,NoDef,NoDef,0.002,0.005,0.342,1.358,0.342,IsSpice4,0,FFFE,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.898,14.898,0.042,2.757,5.098,-0.823,4.277,0.058,0.063,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,14.998,1.107,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.360,3.117,24.612,189.612,24.672,174.672,-0.822,4.276,18.792,123.792,18.912,108.912,14.958,16.752,31.692,166.757,151.715,16.782,31.662,226.788,61.686,16.782,31.662,226.788,61.686,31.692,241.692,18.822,123.822,18.942,108.942,16.722,211.748,16.782,226.788,31.722,226.726,31.662,61.686,10.518,11.314,10.362,11.970,10.500,11.100,NoDef,NoDef,NoDef,NoDef,0.002,0.002,0.567,1.395,0.567,IsSpice4,0,FFFE,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.900,14.900,0.042,2.367,5.175,-0.842,4.336,0.062,0.066,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,14.996,1.121,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.653,3.020,24.660,69.660,24.360,144.360,-0.840,4.335,17.370,182.370,17.520,77.520,14.958,16.890,31.860,46.911,91.869,16.920,31.830,196.943,211.842,16.920,31.830,196.943,211.842,31.860,241.860,17.400,182.400,17.550,77.550,16.890,61.908,16.920,196.943,31.860,46.879,31.830,211.842,9.984,10.656,10.027,11.922,9.073,10.604,NoDef,NoDef,NoDef,NoDef,0.002,0.004,0.337,1.369,0.337,IsSpice4,0,FFFE,6in,0.75in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.877,14.877,0.054,2.457,5.173,-0.845,4.334,0.068,0.073,io0_fffe_6_0o75_0o75\io0_fffe_6_0o75_0o75.csd,14.995,1.093,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.569,3.025,24.447,39.447,24.537,174.537,-0.845,4.328,17.487,92.487,17.967,167.967,14.946,16.767,31.737,196.793,61.739,16.827,31.677,196.829,61.706,16.827,31.677,196.829,61.706,31.737,211.737,17.517,92.517,17.997,167.997,16.767,211.781,16.827,196.829,31.737,46.758,31.677,61.706,9.094,9.644,9.560,10.094,8.601,9.364,NoDef,NoDef,NoDef,NoDef,0.002,0.005,0.419,1.317,0.419,IsSpice4,0,FFFE,6in,0.75in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.895,14.895,0.018,2.351,5.227,-0.858,4.370,0.067,0.105,io1_fffe_6_0o75_0o75\io1_fffe_6_0o75_0o75.csd,14.995,1.262,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.661,3.012,25.114,40.114,24.094,114.094,-0.858,4.370,17.524,32.524,17.554,197.554,14.983,16.924,31.894,196.926,91.909,16.954,31.864,211.975,211.871,16.954,31.864,211.975,211.871,31.894,211.894,17.554,32.554,17.584,197.584,16.954,211.975,16.954,196.961,31.864,46.892,31.864,211.871,6.312,9.798,8.104,10.070,5.049,9.604,NoDef,NoDef,NoDef,NoDef,0.006,0.003,0.326,1.361,0.326,IsSpice4,0,FFFE,6in,0.75in,0.75in,default_clock
