Warning,Part,IBIS File,IBIS Component,Timing File,Timing Model,Pin Number,Pin Name,Model Name,Model Type,Additional Data
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,255, 2s_dsstl18c1_con_r50,2s_dsstl18c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,256, 2s_dsstl18c2_cop_d8,2s_dsstl18c2_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,257, 2s_dsstl18c2_con_d8,2s_dsstl18c2_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,258, 2s_dsstl18c2_cop_d16,2s_dsstl18c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,259, 2s_dsstl18c2_con_d16,2s_dsstl18c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,260, 2s_dsstl18c2_cop_d18,2s_dsstl18c2_co_d18,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,261, 2s_dsstl18c2_con_d18,2s_dsstl18c2_co_d18,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,262, 2s_dsstl18c2_cop_d20,2s_dsstl18c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,263, 2s_dsstl18c2_con_d20,2s_dsstl18c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,264, 2s_dsstl18c2_cop_r25,2s_dsstl18c2_co_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,265, 2s_dsstl18c2_con_r25,2s_dsstl18c2_co_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,266, 2s_dsstl18_cinp,2s_dsstl18_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,267, 2s_dsstl18_cinn,2s_dsstl18_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,268, 2s_dsstl25c1_cop_d8,2s_dsstl25c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,269, 2s_dsstl25c1_con_d8,2s_dsstl25c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,270, 2s_dsstl25c1_cop_d12,2s_dsstl25c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,271, 2s_dsstl25c1_con_d12,2s_dsstl25c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,272, 2s_dsstl25c1_cop_r50,2s_dsstl25c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,273, 2s_dsstl25c1_con_r50,2s_dsstl25c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,274, 2s_dsstl25c2_cop_d16,2s_dsstl25c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,275, 2s_dsstl25c2_con_d16,2s_dsstl25c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,276, 2s_dsstl25c2_cop_d20,2s_dsstl25c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,277, 2s_dsstl25c2_con_d20,2s_dsstl25c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,278, 2s_dsstl25c2_cop_d24,2s_dsstl25c2_co_d24,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,279, 2s_dsstl25c2_con_d24,2s_dsstl25c2_co_d24,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,280, 2s_dsstl25c2_cop_r25,2s_dsstl25c2_co_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,281, 2s_dsstl25c2_con_r25,2s_dsstl25c2_co_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,282, 2s_dsstl25_cinp,2s_dsstl25_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,283, 2s_dsstl25_cinn,2s_dsstl25_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,284, 2s_ht25_rop,2s_ht25_ro,3-state,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,285, 2s_ht25_ron,2s_ht25_ro,3-state,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,286, 2s_ht25_rinp,2s_ht25_rin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,287, 2s_ht25_rinn,2s_ht25_rin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,288, 2s_ht25_rinp_t100,2s_ht25_rin_t100,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,289, 2s_ht25_rinn_t100,2s_ht25_rin_t100,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,290, 2s_lvds25_rop,2s_lvds25_ro,3-state,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,291, 2s_lvds25_ron,2s_lvds25_ro,3-state,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,292, 2s_lvds25_rinp,2s_lvds25_rin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,293, 2s_lvds25_rinn,2s_lvds25_rin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,294, 2s_lvds25_rinp_t100,2s_lvds25_rin_t100,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,295, 2s_lvds25_rinn_t100,2s_lvds25_rin_t100,Input,
